,dialogue_id,turn_id,n_clusters_user,n_clusters_system,n_clusters_final
3805,507,17,,8.0,8
3806,507,19,,4.0,4
3807,508,1,,10.0,10
3808,508,3,,9.0,9
3809,508,5,,10.0,10
3810,508,7,,8.0,8
3811,508,9,,4.0,4
3812,509,1,,9.0,9
3813,509,3,,9.0,9
3814,509,5,,2.0,2
3815,509,7,,3.0,3
3816,509,9,,3.0,3
3817,509,11,,2.0,2
3818,509,13,,4.0,4
3819,510,1,,9.0,9
3820,510,3,,8.0,8
3821,510,5,,2.0,2
3822,510,7,,5.0,5
3823,510,9,,7.0,7
3824,510,11,,8.0,8
3825,510,13,,8.0,8
3826,510,15,,2.0,2
3827,510,17,,1.0,1
3828,510,19,,6.0,6
3829,511,1,,10.0,10
3830,511,3,,10.0,10
3831,511,5,,7.0,7
3832,511,7,,5.0,5
3833,511,9,,3.0,3
3834,511,11,,1.0,1
3835,511,13,,5.0,5
3836,511,15,,5.0,5
3837,511,17,,3.0,3
3838,511,19,,2.0,2
3839,511,21,,3.0,3
3840,511,23,,2.0,2
3841,511,25,,6.0,6
3842,512,1,,0.0,0
3843,512,3,,0.0,0
3844,512,5,,2.0,2
3845,512,7,,10.0,10
3846,512,9,,3.0,3
3847,512,11,,3.0,3
3848,512,13,,5.0,5
3849,512,15,,8.0,8
3850,512,17,,7.0,7
3851,512,19,,1.0,1
3852,512,21,,1.0,1
3853,513,1,,0.0,0
3854,513,3,,0.0,0
3855,513,5,,7.0,7
3856,513,7,,9.0,9
3857,513,9,,5.0,5
3858,513,11,,3.0,3
3859,513,13,,3.0,3
3860,513,15,,9.0,9
3861,513,17,,7.0,7
3862,513,19,,2.0,2
3863,513,21,,4.0,4
3864,514,1,,10.0,10
3865,514,3,,8.0,8
3866,514,5,,8.0,8
3867,514,7,,5.0,5
3868,514,9,,5.0,5
3869,514,11,,8.0,8
3870,514,13,,3.0,3
3871,514,15,,8.0,8
3872,514,17,,1.0,1
3873,515,1,,5.0,5
3874,515,3,,5.0,5
3875,515,5,,5.0,5
3876,515,7,,5.0,5
3877,515,9,,8.0,8
3878,515,11,,7.0,7
3879,515,13,,9.0,9
3880,515,15,,2.0,2
3881,515,17,,4.0,4
3882,516,1,,10.0,10
3883,516,3,,9.0,9
3884,516,5,,9.0,9
3885,516,7,,9.0,9
3886,516,9,,9.0,9
3887,516,11,,8.0,8
3888,516,13,,8.0,8
3889,516,15,,10.0,10
3890,516,17,,10.0,10
3891,516,19,,10.0,10
3892,516,21,,7.0,7
3893,516,23,,10.0,10
3894,516,25,,8.0,8
3895,516,27,,4.0,4
3896,517,1,,5.0,5
3897,517,3,,7.0,7
3898,517,5,,2.0,2
3899,517,7,,4.0,4
3900,518,1,,10.0,10
3901,518,3,,6.0,6
3902,518,5,,10.0,10
3903,518,7,,8.0,8
3904,518,9,,3.0,3
3905,518,11,,3.0,3
3906,518,13,,0.0,0
3907,518,15,,0.0,0
3908,518,17,,0.0,0
3909,518,19,,3.0,3
3910,518,21,,0.0,0
3911,518,23,,4.0,4
3912,519,1,,10.0,10
3913,519,3,,8.0,8
3914,519,5,,1.0,1
3915,519,7,,5.0,5
3916,519,9,,5.0,5
3917,519,11,,5.0,5
3918,519,13,,3.0,3
3919,519,15,,7.0,7
3920,519,17,,2.0,2
3921,519,19,,6.0,6
3922,520,1,,5.0,5
3923,520,3,,7.0,7
3924,520,5,,10.0,10
3925,520,7,,10.0,10
3926,520,9,,8.0,8
3927,520,11,,4.0,4
3928,520,13,,4.0,4
3929,521,1,,8.0,8
3930,521,3,,8.0,8
3931,521,5,,8.0,8
3932,521,7,,7.0,7
3933,521,9,,5.0,5
3934,521,11,,5.0,5
3935,521,13,,10.0,10
3936,521,15,,7.0,7
3937,521,17,,8.0,8
3938,521,19,,8.0,8
3939,521,21,,3.0,3
3940,521,23,,2.0,2
3941,521,25,,1.0,1
3942,522,1,,5.0,5
3943,522,3,,5.0,5
3944,522,5,,2.0,2
3945,522,7,,2.0,2
3946,522,9,,9.0,9
3947,522,11,,9.0,9
3948,522,13,,8.0,8
3949,522,15,,9.0,9
3950,522,17,,3.0,3
3951,522,19,,1.0,1
3952,522,21,,1.0,1
3953,523,1,,3.0,3
3954,523,3,,0.0,0
3955,523,5,,0.0,0
3956,523,7,,2.0,2
3957,523,9,,5.0,5
3958,523,11,,5.0,5
3959,523,13,,2.0,2
3960,523,15,,4.0,4
3961,524,1,,5.0,5
3962,524,3,,5.0,5
3963,524,5,,5.0,5
3964,524,7,,5.0,5
3965,524,9,,10.0,10
3966,524,11,,8.0,8
3967,524,13,,8.0,8
3968,524,15,,6.0,6
3969,524,17,,6.0,6
3970,524,19,,1.0,1
3971,525,1,,5.0,5
3972,525,3,,5.0,5
3973,525,5,,5.0,5
3974,525,7,,3.0,3
3975,525,9,,2.0,2
3976,525,11,,6.0,6
3977,526,1,,5.0,5
3978,526,3,,8.0,8
3979,526,5,,4.0,4
3980,527,1,,10.0,10
3981,527,3,,7.0,7
3982,527,5,,7.0,7
3983,527,7,,9.0,9
3984,527,9,,3.0,3
3985,527,11,,2.0,2
3986,527,13,,3.0,3
3987,527,15,,6.0,6
3988,527,17,,3.0,3
3989,527,19,,8.0,8
3990,527,21,,8.0,8
3991,527,23,,3.0,3
3992,527,25,,8.0,8
3993,527,27,,1.0,1
3994,528,1,,10.0,10
3995,528,3,,10.0,10
3996,528,5,,5.0,5
3997,528,7,,5.0,5
3998,528,9,,5.0,5
3999,528,11,,7.0,7
4000,528,13,,8.0,8
4001,528,15,,4.0,4
4002,529,1,,10.0,10
4003,529,3,,2.0,2
4004,529,5,,3.0,3
4005,529,7,,0.0,0
4006,529,9,,0.0,0
4007,529,11,,7.0,7
4008,529,13,,4.0,4
4009,530,1,,10.0,10
4010,530,3,,8.0,8
4011,530,5,,5.0,5
4012,530,7,,5.0,5
4013,530,9,,2.0,2
4014,530,11,,2.0,2
4015,530,13,,4.0,4
4016,531,1,,8.0,8
4017,531,3,,8.0,8
4018,531,5,,6.0,6
4019,532,1,,3.0,3
4020,532,3,,6.0,6
4021,532,5,,0.0,0
4022,532,7,,8.0,8
4023,532,9,,2.0,2
4024,532,11,,1.0,1
4025,532,13,,4.0,4
4026,533,1,,8.0,8
4027,533,3,,10.0,10
4028,533,5,,4.0,4
4029,534,1,,5.0,5
4030,534,3,,2.0,2
4031,534,5,,1.0,1
4032,534,7,,3.0,3
4033,534,9,,2.0,2
4034,534,11,,4.0,4
4035,535,1,,9.0,9
4036,535,3,,8.0,8
4037,535,5,,5.0,5
4038,535,7,,5.0,5
4039,535,9,,0.0,0
4040,535,11,,2.0,2
4041,535,13,,2.0,2
4042,535,15,,4.0,4
4043,536,1,,6.0,6
4044,536,3,,8.0,8
4045,536,5,,5.0,5
4046,536,7,,5.0,5
4047,536,9,,5.0,5
4048,536,11,,5.0,5
4049,536,13,,2.0,2
4050,536,15,,0.0,0
4051,536,17,,2.0,2
4052,536,19,,4.0,4
4053,537,1,,5.0,5
4054,537,3,,2.0,2
4055,537,5,,0.0,0
4056,537,7,,2.0,2
4057,537,9,,4.0,4
4058,538,1,,0.0,0
4059,538,3,,0.0,0
4060,538,5,,0.0,0
4061,538,7,,10.0,10
4062,538,9,,8.0,8
4063,538,11,,1.0,1
4064,538,13,,8.0,8
4065,538,15,,4.0,4
4066,539,1,,9.0,9
4067,539,3,,7.0,7
4068,539,5,,2.0,2
4069,539,7,,3.0,3
4070,539,9,,0.0,0
4071,540,1,,9.0,9
4072,540,3,,9.0,9
4073,540,5,,9.0,9
4074,540,7,,2.0,2
4075,540,9,,4.0,4
4076,541,1,,9.0,9
4077,541,3,,7.0,7
4078,541,5,,9.0,9
4079,541,7,,2.0,2
4080,541,9,,0.0,0
4081,541,11,,7.0,7
4082,541,13,,4.0,4
4083,542,1,,10.0,10
4084,542,3,,8.0,8
4085,542,5,,8.0,8
4086,542,7,,7.0,7
4087,542,9,,10.0,10
4088,542,11,,2.0,2
4089,542,13,,4.0,4
4090,542,15,,4.0,4
4091,543,1,,10.0,10
4092,543,3,,9.0,9
4093,543,5,,9.0,9
4094,543,7,,3.0,3
4095,543,9,,9.0,9
4096,543,11,,2.0,2
4097,543,13,,4.0,4
4098,543,15,,4.0,4
4099,544,1,,3.0,3
4100,544,3,,7.0,7
4101,544,5,,9.0,9
4102,544,7,,9.0,9
4103,544,9,,8.0,8
4104,544,11,,0.0,0
4105,544,13,,2.0,2
4106,544,15,,6.0,6
4107,545,1,,5.0,5
4108,545,3,,10.0,10
4109,545,5,,8.0,8
4110,545,7,,10.0,10
4111,545,9,,8.0,8
4112,545,11,,8.0,8
4113,545,13,,4.0,4
4114,546,1,,1.0,1
4115,546,3,,5.0,5
4116,546,5,,10.0,10
4117,546,7,,10.0,10
4118,546,9,,8.0,8
4119,546,11,,3.0,3
4120,546,13,,0.0,0
4121,546,15,,2.0,2
4122,546,17,,4.0,4
4123,546,19,,4.0,4
4124,547,1,,10.0,10
4125,547,3,,9.0,9
4126,547,5,,2.0,2
4127,547,7,,2.0,2
4128,547,9,,4.0,4
4129,548,1,,5.0,5
4130,548,3,,8.0,8
4131,548,5,,4.0,4
4132,549,1,,10.0,10
4133,549,3,,6.0,6
4134,550,1,,3.0,3
4135,550,3,,0.0,0
4136,550,5,,2.0,2
4137,550,7,,4.0,4
4138,551,1,,1.0,1
4139,551,3,,0.0,0
4140,551,5,,7.0,7
4141,551,7,,2.0,2
4142,551,9,,3.0,3
4143,551,11,,2.0,2
4144,551,13,,1.0,1
4145,552,1,,10.0,10
4146,552,3,,9.0,9
4147,552,5,,9.0,9
4148,552,7,,10.0,10
4149,552,9,,9.0,9
4150,552,11,,9.0,9
4151,552,13,,2.0,2
4152,552,15,,6.0,6
4153,552,17,,0.0,0
4154,552,19,,4.0,4
4155,553,1,,5.0,5
4156,553,3,,3.0,3
4157,553,5,,2.0,2
4158,553,7,,1.0,1
4159,554,1,,7.0,7
4160,554,3,,10.0,10
4161,554,5,,9.0,9
4162,554,7,,10.0,10
4163,554,9,,10.0,10
4164,554,11,,2.0,2
4165,554,13,,10.0,10
4166,554,15,,8.0,8
4167,554,17,,10.0,10
4168,554,19,,8.0,8
4169,554,21,,4.0,4
4170,555,1,,10.0,10
4171,555,3,,10.0,10
4172,555,5,,10.0,10
4173,555,7,,3.0,3
4174,555,9,,10.0,10
4175,555,11,,8.0,8
4176,555,13,,4.0,4
4177,556,1,,3.0,3
4178,556,3,,0.0,0
4179,556,5,,4.0,4
4180,556,7,,9.0,9
4181,556,9,,7.0,7
4182,556,11,,9.0,9
4183,556,13,,9.0,9
4184,556,15,,8.0,8
4185,556,17,,2.0,2
4186,557,1,,5.0,5
4187,557,3,,7.0,7
4188,557,5,,5.0,5
4189,557,7,,8.0,8
4190,557,9,,3.0,3
4191,557,11,,0.0,0
4192,557,13,,0.0,0
4193,557,15,,0.0,0
4194,557,17,,4.0,4
4195,558,1,,0.0,0
4196,558,3,,0.0,0
4197,558,5,,0.0,0
4198,558,7,,2.0,2
4199,558,9,,5.0,5
4200,558,11,,3.0,3
4201,558,13,,2.0,2
4202,558,15,,4.0,4
4203,559,1,,3.0,3
4204,559,3,,0.0,0
4205,559,5,,0.0,0
4206,559,7,,2.0,2
4207,559,9,,7.0,7
4208,559,11,,8.0,8
4209,559,13,,4.0,4
4210,560,1,,5.0,5
4211,560,3,,5.0,5
4212,560,5,,2.0,2
4213,560,7,,0.0,0
4214,560,9,,0.0,0
4215,560,11,,2.0,2
4216,560,13,,4.0,4
4217,560,15,,4.0,4
4218,561,1,,9.0,9
4219,561,3,,9.0,9
4220,561,5,,1.0,1
4221,561,7,,7.0,7
4222,561,9,,9.0,9
4223,561,11,,7.0,7
4224,561,13,,8.0,8
4225,561,15,,4.0,4
4226,562,1,,6.0,6
4227,562,3,,7.0,7
4228,562,5,,2.0,2
4229,562,7,,4.0,4
4230,563,1,,10.0,10
4231,563,3,,10.0,10
4232,563,5,,10.0,10
4233,563,7,,9.0,9
4234,563,9,,7.0,7
4235,563,11,,7.0,7
4236,563,13,,9.0,9
4237,563,15,,3.0,3
4238,563,17,,2.0,2
4239,563,19,,3.0,3
4240,563,21,,2.0,2
4241,563,23,,4.0,4
4242,564,1,,3.0,3
4243,564,3,,3.0,3
4244,564,5,,8.0,8
4245,564,7,,1.0,1
4246,565,1,,7.0,7
4247,565,3,,5.0,5
4248,565,5,,2.0,2
4249,565,7,,2.0,2
4250,565,9,,9.0,9
4251,565,11,,9.0,9
4252,565,13,,9.0,9
4253,565,15,,7.0,7
4254,565,17,,9.0,9
4255,565,19,,2.0,2
4256,565,21,,3.0,3
4257,565,23,,8.0,8
4258,565,25,,4.0,4
4259,566,1,,0.0,0
4260,566,3,,3.0,3
4261,566,5,,6.0,6
4262,566,7,,0.0,0
4263,566,9,,2.0,2
4264,566,11,,4.0,4
4265,567,1,,10.0,10
4266,567,3,,10.0,10
4267,567,5,,8.0,8
4268,567,7,,3.0,3
4269,567,9,,0.0,0
4270,567,11,,0.0,0
4271,567,13,,0.0,0
4272,567,15,,0.0,0
4273,567,17,,4.0,4
4274,568,1,,3.0,3
4275,568,3,,0.0,0
4276,568,5,,8.0,8
4277,568,7,,10.0,10
4278,568,9,,10.0,10
4279,568,11,,4.0,4
4280,569,1,,3.0,3
4281,569,3,,0.0,0
4282,569,5,,2.0,2
4283,569,7,,10.0,10
4284,569,9,,10.0,10
4285,569,11,,10.0,10
4286,569,13,,10.0,10
4287,569,15,,4.0,4
4288,570,1,,10.0,10
4289,570,3,,10.0,10
4290,570,5,,2.0,2
4291,570,7,,4.0,4
4292,571,1,,10.0,10
4293,571,3,,7.0,7
4294,571,5,,9.0,9
4295,571,7,,2.0,2
4296,571,9,,3.0,3
4297,571,11,,3.0,3
4298,571,13,,0.0,0
4299,571,15,,0.0,0
4300,571,17,,0.0,0
4301,571,19,,2.0,2
4302,571,21,,1.0,1
4303,572,1,,7.0,7
4304,572,3,,9.0,9
4305,572,5,,8.0,8
4306,572,7,,10.0,10
4307,572,9,,8.0,8
4308,572,11,,4.0,4
4309,573,1,,5.0,5
4310,573,3,,10.0,10
4311,573,5,,8.0,8
4312,573,7,,4.0,4
4313,574,1,,3.0,3
4314,574,3,,2.0,2
4315,574,5,,2.0,2
4316,574,7,,5.0,5
4317,574,9,,2.0,2
4318,574,11,,4.0,4
4319,575,1,,0.0,0
4320,575,3,,0.0,0
4321,575,5,,2.0,2
4322,575,7,,5.0,5
4323,575,9,,7.0,7
4324,575,11,,2.0,2
4325,575,13,,4.0,4
4326,576,1,,10.0,10
4327,576,3,,8.0,8
4328,576,5,,10.0,10
4329,576,7,,9.0,9
4330,576,9,,9.0,9
4331,576,11,,8.0,8
4332,576,13,,2.0,2
4333,576,15,,1.0,1
4334,576,17,,1.0,1
4335,577,1,,10.0,10
4336,577,3,,9.0,9
4337,577,5,,2.0,2
4338,577,7,,3.0,3
4339,577,9,,3.0,3
4340,577,11,,0.0,0
4341,577,13,,2.0,2
4342,577,15,,4.0,4
4343,578,1,,10.0,10
4344,578,3,,7.0,7
4345,578,5,,8.0,8
4346,578,7,,2.0,2
4347,578,9,,9.0,9
4348,578,11,,2.0,2
4349,578,13,,2.0,2
4350,578,15,,4.0,4
4351,579,1,,10.0,10
4352,579,3,,10.0,10
4353,579,5,,8.0,8
4354,579,7,,0.0,0
4355,579,9,,0.0,0
4356,579,11,,0.0,0
4357,579,13,,4.0,4
4358,580,1,,10.0,10
4359,580,3,,2.0,2
4360,580,5,,10.0,10
4361,580,7,,8.0,8
4362,580,9,,3.0,3
4363,580,11,,2.0,2
4364,580,13,,9.0,9
4365,580,15,,4.0,4
4366,581,1,,9.0,9
4367,581,3,,3.0,3
4368,581,5,,9.0,9
4369,581,7,,2.0,2
4370,581,9,,3.0,3
4371,581,11,,3.0,3
4372,581,13,,0.0,0
4373,581,15,,0.0,0
4374,581,17,,0.0,0
4375,582,1,,3.0,3
4376,582,3,,2.0,2
4377,582,5,,0.0,0
4378,583,1,,10.0,10
4379,583,3,,8.0,8
4380,583,5,,3.0,3
4381,583,7,,0.0,0
4382,583,9,,0.0,0
4383,583,11,,4.0,4
4384,584,1,,0.0,0
4385,584,3,,0.0,0
4386,584,5,,0.0,0
4387,584,7,,10.0,10
4388,584,9,,10.0,10
4389,584,11,,0.0,0
4390,584,13,,10.0,10
4391,584,15,,8.0,8
4392,584,17,,1.0,1
4393,584,19,,6.0,6
4394,585,1,,3.0,3
4395,585,3,,3.0,3
4396,585,5,,2.0,2
4397,585,7,,2.0,2
4398,585,9,,2.0,2
4399,585,11,,2.0,2
4400,585,13,,7.0,7
4401,585,15,,10.0,10
4402,585,17,,8.0,8
4403,585,19,,10.0,10
4404,585,21,,3.0,3
4405,585,23,,2.0,2
4406,585,25,,4.0,4
4407,586,1,,10.0,10
4408,586,3,,2.0,2
4409,586,5,,7.0,7
4410,586,7,,10.0,10
4411,586,9,,7.0,7
4412,586,11,,10.0,10
4413,586,13,,8.0,8
4414,586,15,,1.0,1
4415,587,1,,3.0,3
4416,587,3,,3.0,3
4417,587,5,,0.0,0
4418,587,7,,7.0,7
4419,587,9,,2.0,2
4420,587,11,,9.0,9
4421,587,13,,8.0,8
4422,587,15,,9.0,9
4423,587,17,,1.0,1
4424,587,19,,4.0,4
4425,588,1,,9.0,9
4426,588,3,,9.0,9
4427,588,5,,8.0,8
4428,588,7,,0.0,0
4429,588,9,,0.0,0
4430,588,11,,2.0,2
4431,588,13,,4.0,4
4432,589,1,,9.0,9
4433,589,3,,3.0,3
4434,589,5,,2.0,2
4435,589,7,,5.0,5
4436,589,9,,5.0,5
4437,589,11,,2.0,2
4438,589,13,,4.0,4
4439,590,1,,9.0,9
4440,590,3,,2.0,2
4441,590,5,,6.0,6
4442,591,1,,10.0,10
4443,591,3,,10.0,10
4444,591,5,,8.0,8
4445,591,7,,0.0,0
4446,591,9,,0.0,0
4447,591,11,,2.0,2
4448,591,13,,1.0,1
4449,591,15,,4.0,4
4450,592,1,,9.0,9
4451,592,3,,10.0,10
4452,592,5,,9.0,9
4453,592,7,,2.0,2
4454,592,9,,2.0,2
4455,592,11,,10.0,10
4456,592,13,,8.0,8
4457,592,15,,1.0,1
4458,593,1,,6.0,6
4459,593,3,,0.0,0
4460,593,5,,0.0,0
4461,593,7,,0.0,0
4462,593,9,,0.0,0
4463,593,11,,5.0,5
4464,593,13,,3.0,3
4465,593,15,,3.0,3
4466,593,17,,2.0,2
4467,593,19,,4.0,4
4468,594,1,,7.0,7
4469,594,3,,2.0,2
4470,594,5,,3.0,3
4471,594,7,,3.0,3
4472,594,9,,0.0,0
4473,594,11,,0.0,0
4474,594,13,,4.0,4
4475,595,1,,9.0,9
4476,595,3,,8.0,8
4477,595,5,,4.0,4
4478,596,1,,5.0,5
4479,596,3,,5.0,5
4480,596,5,,5.0,5
4481,596,7,,5.0,5
4482,596,9,,2.0,2
4483,596,11,,10.0,10
4484,596,13,,10.0,10
4485,596,15,,8.0,8
4486,596,17,,4.0,4
4487,597,1,,5.0,5
4488,597,3,,5.0,5
4489,597,5,,5.0,5
4490,597,7,,2.0,2
4491,597,9,,3.0,3
4492,597,11,,2.0,2
4493,597,13,,2.0,2
4494,597,15,,4.0,4
4495,598,1,,9.0,9
4496,598,3,,7.0,7
4497,598,5,,9.0,9
4498,598,7,,7.0,7
4499,598,9,,7.0,7
4500,598,11,,4.0,4
4501,599,1,,0.0,0
4502,599,3,,0.0,0
4503,599,5,,2.0,2
4504,599,7,,7.0,7
4505,599,9,,9.0,9
4506,599,11,,9.0,9
4507,599,13,,2.0,2
4508,599,15,,4.0,4
4509,600,1,,8.0,8
4510,600,3,,8.0,8
4511,600,5,,6.0,6
4512,600,7,,8.0,8
4513,600,9,,3.0,3
4514,600,11,,8.0,8
4515,600,13,,4.0,4
4516,601,1,,0.0,0
4517,601,3,,0.0,0
4518,601,5,,0.0,0
4519,601,7,,5.0,5
4520,601,9,,5.0,5
4521,601,11,,5.0,5
4522,601,13,,0.0,0
4523,601,15,,1.0,1
4524,601,17,,4.0,4
4525,601,19,,6.0,6
4526,602,1,,10.0,10
4527,602,3,,10.0,10
4528,602,5,,10.0,10
4529,602,7,,2.0,2
4530,602,9,,0.0,0
4531,602,11,,0.0,0
4532,602,13,,4.0,4
4533,603,1,,7.0,7
4534,603,3,,10.0,10
4535,603,5,,8.0,8
4536,603,7,,8.0,8
4537,603,9,,9.0,9
4538,603,11,,10.0,10
4539,603,13,,9.0,9
4540,603,15,,7.0,7
4541,603,17,,8.0,8
4542,603,19,,4.0,4
4543,604,1,,3.0,3
4544,604,3,,0.0,0
4545,604,5,,0.0,0
4546,604,7,,10.0,10
4547,604,9,,10.0,10
4548,604,11,,8.0,8
4549,604,13,,4.0,4
4550,605,1,,3.0,3
4551,605,3,,0.0,0
4552,605,5,,2.0,2
4553,605,7,,10.0,10
4554,605,9,,8.0,8
4555,605,11,,8.0,8
4556,605,13,,4.0,4
4557,606,1,,3.0,3
4558,606,3,,7.0,7
4559,606,5,,0.0,0
4560,606,7,,0.0,0
4561,606,9,,10.0,10
4562,606,11,,7.0,7
4563,606,13,,10.0,10
4564,606,15,,0.0,0
4565,606,17,,8.0,8
4566,607,1,,0.0,0
4567,607,3,,0.0,0
4568,607,5,,0.0,0
4569,607,7,,2.0,2
4570,607,9,,5.0,5
4571,607,11,,2.0,2
4572,607,13,,6.0,6
4573,608,1,,7.0,7
4574,608,3,,7.0,7
4575,608,5,,8.0,8
4576,608,7,,9.0,9
4577,608,9,,1.0,1
4578,608,11,,8.0,8
4579,608,13,,3.0,3
4580,608,15,,8.0,8
4581,608,17,,6.0,6
4582,609,1,,7.0,7
4583,609,3,,9.0,9
4584,609,5,,10.0,10
4585,609,7,,10.0,10
4586,609,9,,8.0,8
4587,609,11,,1.0,1
4588,610,1,,3.0,3
4589,610,3,,0.0,0
4590,610,5,,2.0,2
4591,610,7,,10.0,10
4592,610,9,,8.0,8
4593,610,11,,4.0,4
4594,611,1,,5.0,5
4595,611,3,,2.0,2
4596,611,5,,10.0,10
4597,611,7,,6.0,6
4598,611,9,,8.0,8
4599,611,11,,6.0,6
4600,612,1,,5.0,5
4601,612,3,,5.0,5
4602,612,5,,10.0,10
4603,612,7,,2.0,2
4604,612,9,,2.0,2
4605,612,11,,0.0,0
4606,612,13,,0.0,0
4607,612,15,,0.0,0
4608,612,17,,2.0,2
4609,612,19,,1.0,1
4610,612,21,,4.0,4
4611,613,1,,9.0,9
4612,613,3,,3.0,3
4613,613,5,,0.0,0
4614,613,7,,0.0,0
4615,613,9,,2.0,2
4616,613,11,,7.0,7
4617,613,13,,9.0,9
4618,613,15,,9.0,9
4619,613,17,,3.0,3
4620,613,19,,3.0,3
4621,613,21,,8.0,8
4622,613,23,,6.0,6
4623,614,1,,10.0,10
4624,614,3,,6.0,6
4625,614,5,,9.0,9
4626,614,7,,7.0,7
4627,614,9,,9.0,9
4628,614,11,,2.0,2
4629,614,13,,2.0,2
4630,614,15,,6.0,6
4631,615,1,,3.0,3
4632,615,3,,3.0,3
4633,615,5,,8.0,8
4634,615,7,,1.0,1
4635,615,9,,4.0,4
4636,616,1,,10.0,10
4637,616,3,,8.0,8
4638,616,5,,3.0,3
4639,616,7,,0.0,0
4640,616,9,,7.0,7
4641,616,11,,1.0,1
4642,616,13,,4.0,4
4643,617,1,,10.0,10
4644,617,3,,8.0,8
4645,617,5,,8.0,8
4646,617,7,,7.0,7
4647,617,9,,10.0,10
4648,617,11,,9.0,9
4649,617,13,,2.0,2
4650,617,15,,8.0,8
4651,617,17,,4.0,4
4652,618,1,,1.0,1
4653,618,3,,0.0,0
4654,618,5,,0.0,0
4655,618,7,,0.0,0
4656,618,9,,0.0,0
4657,618,11,,7.0,7
4658,618,13,,9.0,9
4659,618,15,,8.0,8
4660,618,17,,9.0,9
4661,618,19,,8.0,8
4662,618,21,,4.0,4
4663,619,1,,5.0,5
4664,619,3,,7.0,7
4665,619,5,,7.0,7
4666,619,7,,9.0,9
4667,619,9,,5.0,5
4668,619,11,,2.0,2
4669,619,13,,1.0,1
4670,620,1,,3.0,3
4671,620,3,,3.0,3
4672,620,5,,0.0,0
4673,620,7,,7.0,7
4674,620,9,,5.0,5
4675,620,11,,8.0,8
4676,620,13,,1.0,1
4677,620,15,,7.0,7
4678,621,1,,9.0,9
4679,621,3,,9.0,9
4680,621,5,,9.0,9
4681,621,7,,1.0,1
4682,621,9,,4.0,4
4683,622,1,,10.0,10
4684,622,3,,10.0,10
4685,622,5,,8.0,8
4686,622,7,,3.0,3
4687,622,9,,3.0,3
4688,622,11,,0.0,0
4689,622,13,,2.0,2
4690,622,15,,6.0,6
4691,623,1,,3.0,3
4692,623,3,,0.0,0
4693,623,5,,7.0,7
4694,623,7,,7.0,7
4695,623,9,,9.0,9
4696,623,11,,8.0,8
4697,623,13,,6.0,6
4698,624,1,,7.0,7
4699,624,3,,2.0,2
4700,624,5,,4.0,4
4701,625,1,,3.0,3
4702,625,3,,0.0,0
4703,625,5,,0.0,0
4704,625,7,,10.0,10
4705,625,9,,9.0,9
4706,625,11,,10.0,10
4707,625,13,,8.0,8
4708,625,15,,4.0,4
4709,626,1,,9.0,9
4710,626,3,,3.0,3
4711,626,5,,2.0,2
4712,626,7,,10.0,10
4713,626,9,,10.0,10
4714,626,11,,10.0,10
4715,626,13,,1.0,1
4716,626,15,,6.0,6
4717,627,1,,10.0,10
4718,627,3,,3.0,3
4719,627,5,,0.0,0
4720,627,7,,7.0,7
4721,627,9,,6.0,6
4722,628,1,,3.0,3
4723,628,3,,0.0,0
4724,628,5,,2.0,2
4725,628,7,,5.0,5
4726,628,9,,7.0,7
4727,628,11,,5.0,5
4728,628,13,,2.0,2
4729,628,15,,4.0,4
4730,629,1,,3.0,3
4731,629,3,,3.0,3
4732,629,5,,2.0,2
4733,629,7,,8.0,8
4734,629,9,,1.0,1
4735,630,1,,5.0,5
4736,630,3,,8.0,8
4737,630,5,,2.0,2
4738,630,7,,4.0,4
4739,631,1,,10.0,10
4740,631,3,,8.0,8
4741,631,5,,8.0,8
4742,631,7,,0.0,0
4743,632,1,,3.0,3
4744,632,3,,2.0,2
4745,632,5,,4.0,4
4746,633,1,,9.0,9
4747,633,3,,7.0,7
4748,633,5,,9.0,9
4749,633,7,,7.0,7
4750,633,9,,2.0,2
4751,633,11,,4.0,4
4752,634,1,,10.0,10
4753,634,3,,5.0,5
4754,634,5,,8.0,8
4755,634,7,,9.0,9
4756,634,9,,9.0,9
4757,634,11,,9.0,9
4758,634,13,,9.0,9
4759,634,15,,6.0,6
4760,634,17,,7.0,7
4761,634,19,,3.0,3
4762,634,21,,8.0,8
4763,634,23,,1.0,1
4764,635,1,,0.0,0
4765,635,3,,0.0,0
4766,635,5,,2.0,2
4767,635,7,,10.0,10
4768,635,9,,8.0,8
4769,635,11,,4.0,4
4770,636,1,,8.0,8
4771,636,3,,9.0,9
4772,636,5,,2.0,2
4773,636,7,,8.0,8
4774,636,9,,4.0,4
4775,637,1,,9.0,9
4776,637,3,,7.0,7
4777,637,5,,9.0,9
4778,637,7,,9.0,9
4779,637,9,,8.0,8
4780,637,11,,8.0,8
4781,637,13,,10.0,10
4782,637,15,,9.0,9
4783,637,17,,8.0,8
4784,637,19,,2.0,2
4785,637,21,,1.0,1
4786,637,23,,1.0,1
4787,638,1,,5.0,5
4788,638,3,,5.0,5
4789,638,5,,3.0,3
4790,638,7,,2.0,2
4791,638,9,,1.0,1
4792,638,11,,9.0,9
4793,638,13,,9.0,9
4794,638,15,,2.0,2
4795,638,17,,3.0,3
4796,638,19,,8.0,8
4797,638,21,,4.0,4
4798,639,1,,10.0,10
4799,639,3,,8.0,8
4800,639,5,,3.0,3
4801,639,7,,0.0,0
