;UUID;Speaker;Utterance
14493;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;*AMC
14494;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;458893;@Delta I have already reached out to customer service with no resolution.
14495;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;458893;My disappointment doesn’t fit in 140 characters...
14496;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;@458893 Very sorry to hear, Ashley.
14497;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;If there is anything we can assist you with, please do not hesitate to reach out.
14498;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;*HJB
14499;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;458893;@Delta Who can I reach out to?
14500;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;458893;Customer service is not adequately responding.
14501;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;@458893 Hi Ashley, is there anything I can assist you with?
14502;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;*AMC
14503;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;458893;@Delta My first class seat was given up last wk b/c a phone reservation agent checked me out of my flight and didn’t tell me I had to check back in
14504;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;458893;@Delta And then today my flight left 10 min early causing me to miss it.
14505;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;458893;And now having to take a connecting flight delaying my trip 4+ hours
14506;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;@458893 Oh no, Ashley.
14507;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;I am truly sorry for the inconvenience caused.
14508;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;Please DM your confirmation number for review.
14509;e7fbc9ff-aae7-4f45-92a7-eab76a519ec2;Delta;*HDG
14510;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;I literally have no class.
14511;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;https://t.co/QbjYLHuOQi
14512;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;"and plus @AmericanAir, Group 5 is neither literally nor figuratively ""The New Group 1."""
14513;a9453afd-a4d2-469f-b1f6-5ea6335da602;AmericanAir;@753750 We recently changed our boarding groups.
14514;a9453afd-a4d2-469f-b1f6-5ea6335da602;AmericanAir;For more info see: https://t.co/ro6Ga4r4c4
14515;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;@AmericanAir I appreciate your prompt reply, auto reply dude, but Group 5 STILL isn't Group 1, AND it's STILL isn't priority.
14516;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;Breathlessly waiting your (automated) reply.
14517;a9453afd-a4d2-469f-b1f6-5ea6335da602;AmericanAir;@753750 We'd like to take a closer look at your booking info.
14518;a9453afd-a4d2-469f-b1f6-5ea6335da602;AmericanAir;Please provide your 6 letter code so we can take a peek at your reservation.
14519;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;@AmericanAir We have to stop meeting like this.
14520;a9453afd-a4d2-469f-b1f6-5ea6335da602;AmericanAir;@753750 We'd like to verify your AAdvantage status or if you bough Priority.
14521;a9453afd-a4d2-469f-b1f6-5ea6335da602;AmericanAir;We want to make sure you receive all the benefits you're entitled to.
14522;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;@AmericanAir This isn't working for me any more—it was exciting at first, but we're not really a good match.
14523;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;Not that I regret swiping right.
14524;a9453afd-a4d2-469f-b1f6-5ea6335da602;AmericanAir;@753750 It makes us sad to hear this but we'll be here whenever you need our assistance.
14525;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;@AmericanAir I'll miss you, too.
14526;a9453afd-a4d2-469f-b1f6-5ea6335da602;753750;#noregrets
14527;b85ba1ac-4a44-448a-95d6-961cbd3c907c;360358;@115873 @Uber_Support very disappointed price was not the same when boarded Uber https://t.co/pvSZC6Odrq
14528;b85ba1ac-4a44-448a-95d6-961cbd3c907c;360358;@115873 @Uber_Support Price shown in my Uber App was totally different than collected
14529;b85ba1ac-4a44-448a-95d6-961cbd3c907c;360358;@115873 @Uber_Support It is better to use local transport Pathetic #UberIndia  @115873
14530;b85ba1ac-4a44-448a-95d6-961cbd3c907c;Uber_Support;@360358 Please connect with us at https://t.co/wW2bTlNcsR and we'll be happy to review the fare.
14531;b85ba1ac-4a44-448a-95d6-961cbd3c907c;360358;@Uber_Support No update i have submitted  my request  on the portal
14532;b85ba1ac-4a44-448a-95d6-961cbd3c907c;Uber_Support;@360358 We apologize for the trouble!
14533;b85ba1ac-4a44-448a-95d6-961cbd3c907c;Uber_Support;Please DM us your email address and we'll follow up.
14534;b85ba1ac-4a44-448a-95d6-961cbd3c907c;360358;@Uber_Support __email__
14535;b85ba1ac-4a44-448a-95d6-961cbd3c907c;Uber_Support;@360358 Thanks, Gulab.
14536;b85ba1ac-4a44-448a-95d6-961cbd3c907c;Uber_Support;It looks like our team was in touch one day ago and requested more info.
14537;b85ba1ac-4a44-448a-95d6-961cbd3c907c;Uber_Support;Please keep an eye on your inbox for our response.
14538;b85ba1ac-4a44-448a-95d6-961cbd3c907c;360358;@Uber_Support No update yet #UberIndia
14539;b85ba1ac-4a44-448a-95d6-961cbd3c907c;Uber_Support;@360358 Hey Gulab, our team has been in touch and is awaiting your reply.
14540;b85ba1ac-4a44-448a-95d6-961cbd3c907c;Uber_Support;Please check your rider app under the 'Help' section or email to respond.
14541;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;@AdobeCare How long is the typography fix going to take?
14542;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;It is making PS unusable, even the fix of using the properties panel does not work.
14543;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;Having a nightmare with this.
14544;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;@262939 We're looping in an expert who can help you out here.
14545;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;They will reply as soon as they're available.
14546;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;Thanks ^NR https://t.co/iuwZCjz4Or
14547;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;@AdobeCare That is not going to help!
14548;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;You did that last time and it was no use whatsoever.
14549;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;@262939 Hi Damian, We have released Photoshop CC 19.0.1 that should fix this issue.
14550;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;Please update Photoshop from the Creative Cloud desktop app and let us know if that helps.
14551;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;Thanks, ^AK
14552;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;@AdobeCare I have opened Creative Cloud but there is no update!
14553;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;Do you have a link?
14554;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;@262939 Which version of Photoshop are you on now?
14555;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;"Can you click the gear icon at top right &gt; Check for App Updates?"
14556;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;If that doesn't work, you can try reinstalling: https://t.co/Ne2f7tDTM0 ^Madison
14557;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;@AdobeCare I am on 19.0 I have checked for updates.
14558;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;But there is none available.
14559;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;I dont want to uninstall as I have it setup perfectly.
14560;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;@AdobeCare This is a bit frustrating.
14561;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;So first PS is not working as it used to work.
14562;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;Now your pointing me to a page that tells me to uninstall and reinstall when I already know how to do that.
14563;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;I just want the update.
14564;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;@AdobeCare Update just landed!
14565;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;Will check it out.
14566;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;Thanks
14567;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;262939;@AdobeCare It appears to be working just fine now.
14568;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;"@262939 Hi Damian, when you're in the creative cloud application click on the 3 dots on top left corner and choose ""Check for Updates"" then update should appear."
14569;223ea6c0-272b-4dc7-8cbd-b4230f8fc363;AdobeCare;^Sahil
14570;f1cb835e-a095-4776-9330-edacf4789699;123042;@115858 hi, facing problems of mobile hanging.
14571;f1cb835e-a095-4776-9330-edacf4789699;123042;Moblile gets hanged while having conference call, massaging, etc.
14572;f1cb835e-a095-4776-9330-edacf4789699;123042;become very slow many times
14573;f1cb835e-a095-4776-9330-edacf4789699;AppleSupport;@123042 That is certainly not the experience we want you to have.
14574;f1cb835e-a095-4776-9330-edacf4789699;AppleSupport;Which iPhone model do you use?
14575;f1cb835e-a095-4776-9330-edacf4789699;123042;@AppleSupport 6S
14576;f1cb835e-a095-4776-9330-edacf4789699;AppleSupport;@123042 Great.
14577;f1cb835e-a095-4776-9330-edacf4789699;AppleSupport;Let us know which specific iOS version you're running in a DM.
14578;f1cb835e-a095-4776-9330-edacf4789699;AppleSupport;https://t.co/GDrqU22YpT
14579;f1cb835e-a095-4776-9330-edacf4789699;123042;@AppleSupport 11.0.3
14580;f1cb835e-a095-4776-9330-edacf4789699;123042;@AppleSupport Waiting for result oriented response please
14581;f1cb835e-a095-4776-9330-edacf4789699;123042;@AppleSupport This is self explanatory screen shot of one of example of hanging https://t.co/mrQdCzjqXh
14582;f1cb835e-a095-4776-9330-edacf4789699;AppleSupport;@123042 Let's see if updating the iPhone to iOS 11.1 helps.
14583;f1cb835e-a095-4776-9330-edacf4789699;AppleSupport;DM us if it doesn't.
14584;f1cb835e-a095-4776-9330-edacf4789699;AppleSupport;https://t.co/80YRnjDFDk https://t.co/GDrqU22YpT
14585;52b10776-e632-44e3-b7d8-e0cbbb8d8937;277560;@hulu_support hi again!
14586;52b10776-e632-44e3-b7d8-e0cbbb8d8937;277560;"My live TV stream seems to be working fine everywhere except when I try and watch Blazers basketball on @30213 it says ""connection error"" seems to be the only channel with issues."
14587;52b10776-e632-44e3-b7d8-e0cbbb8d8937;277560;Anyone else having issues?
14588;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;@277560 Hi!
14589;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;This sounds like an issue we're looking into.
14590;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;If you're willing to provide your ZIP Code, we're happy to take a closer look.
14591;52b10776-e632-44e3-b7d8-e0cbbb8d8937;277560;@hulu_support 97216!
14592;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;@277560 Thanks!
14593;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;Are you streaming through anything such as a Roku or Chromecast to the TV, or just our app on the TV itself?
14594;52b10776-e632-44e3-b7d8-e0cbbb8d8937;277560;@hulu_support I'm using my computer and the Hulu website.
14595;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;@277560 Got it.
14596;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;We can confirm this is something we're investigating with high priority.
14597;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;In the meantime, try: https://t.co/qeNe09yc0o.
14598;52b10776-e632-44e3-b7d8-e0cbbb8d8937;277560;@hulu_support It's working for me now!
14599;52b10776-e632-44e3-b7d8-e0cbbb8d8937;277560;@hulu_support Thanks for everything!
14600;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;@277560 Sure thing!
14601;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;We're glad to hear this.
14602;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;We'll be sure to update our team, but if anything else comes up, feel free to let us know!
14603;52b10776-e632-44e3-b7d8-e0cbbb8d8937;hulu_support;👍
14604;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;"&gt;Sets auction for no foreign shipping
&gt;Gets a winning bid from Taiwan
&gt;Relists with same rule
&gt;Gets winning bid from Egypt
Fix this @115937!"
14605;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;@535575 Hi!
14606;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;"You'll want to go to My eBay &gt; Account &gt; Site Preferences, then select 'Edit' next to ""Block buyers who""."
14607;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;On the next 1/2
14608;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;"@535575 page, check the box ""Buyers in locations to which I don't ship""; that's how bids block along w/ shipping rules."
14609;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;:) 2/2 ^K
14610;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;@AskeBay Thanks, I will try that now.
14611;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;I thought just the no foreign shipping check would be enough.
14612;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;Will I be charged fees for relisted/unpaid bids?
14613;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;@535575 So long as you're following the unpaid item case process (https://t.co/VV3DvwZ14k) any final value fees will be credited 1/3
14614;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;@535575 back.
14615;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;When you need to relist an item standard insertion fees apply, but if you still have free-insertion listings left 2/3
14616;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;@535575 in your monthly free listings promo (visible on your Selling page), then you won't need to worry about fees.
14617;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;:) 3/3 ^K
14618;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;@AskeBay Doesn't seem to be a Site Preference option on the phone app.
14619;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;Even tried a link via their forum and it takes me to a basic summary page.
14620;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;1/2
14621;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;@AskeBay And when trying it on the phone browser even clicking Classic Site (desktop mode) it won't let me see any Site Preference option
14622;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;@AskeBay Found it via Desktop mode on the phone browser but was pretty difficult doing it this way.
14623;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;Will set that second option now.
14624;ccb7c507-10ba-46a5-8339-c028f9e34f8f;535575;Thanks.
14625;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;@535575 Glad you were able to find it - have a good evening!
14626;ccb7c507-10ba-46a5-8339-c028f9e34f8f;AskeBay;^TL
14627;14f207b3-f520-41f3-befc-a95098b60df5;512069;Just bought a Just Chicken sandwich from @Tesco and look at the small amount of chicken included in half the sandwich!
14628;14f207b3-f520-41f3-befc-a95098b60df5;512069;#TightOnTheFilling https://t.co/mbPMXl0ABW
14629;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;@512069 Hi Andrew, I'm sorry to hear you're not happy with the amount of chicken in your sandwich.
14630;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;I'd like to make a log of your feedback.
14631;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;1/3
14632;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;@512069 Could you please DM me your name, address and postcode?
14633;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;I'll need the barcode, supplier code (SC1234) and date code from the sandwich.
14634;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;2/3
14635;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;@512069 Finally, can you send me a photo of the bottom row of digits on the receipt?
14636;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;Failing that, where and when you bought the sandwich - Nick 3/3
14637;14f207b3-f520-41f3-befc-a95098b60df5;512069;@Tesco Please see photos of info requested.
14638;14f207b3-f520-41f3-befc-a95098b60df5;512069;I don’t have the receipt as paid cash.
14639;14f207b3-f520-41f3-befc-a95098b60df5;512069;Purchased at Tesco Victoria Street Bristol.
14640;14f207b3-f520-41f3-befc-a95098b60df5;512069;Date 19Oct 04:07 L1 https://t.co/319Wiwhra8
14641;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;@512069 Hi Andrew, thank you for sending the details through.
14642;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;1/2
14643;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;@512069 Could you please DM us your full name, address and e-mail so we can make a log and arrange a refund?
14644;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;Please confirm the price.
14645;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;TY - Eve 2/2
14646;14f207b3-f520-41f3-befc-a95098b60df5;512069;@Tesco Thank you.
14647;14f207b3-f520-41f3-befc-a95098b60df5;512069;I have just DM you.
14648;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;@512069 Hi Andrew, that's a £2.00 Digital Moneycard sent to your email to say sorry for the poor quality sandwich you bought in store.
14649;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;1/2
14650;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;@512069 Once activated you can use within 30 mins.
14651;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;I hope that helps.
14652;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;TY - Rhuari 2/2
14653;14f207b3-f520-41f3-befc-a95098b60df5;512069;@Tesco Thank you @Tesco.
14654;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;@512069 I'm sure we will do our best.
14655;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;Have a good night.
14656;14f207b3-f520-41f3-befc-a95098b60df5;Tesco;TY - Rhuari
14657;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;@AppleSupport How do I set my Macbook Pro's resolution to 1280x720 without attaching a 2nd monitor?
14658;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;"13"" Mid 2014 with Sierra"
14659;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;"@275675 Try setting that by following this article: https://t.co/jurYWmUNKR

Let us know if this helps."
14660;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;@AppleSupport I have read a couple of these kinds of articles, but I want this to work without having to attach a second monitor.
14661;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;I just want to set the resolution and then record my screen.
14662;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;And then upload to Youtube.
14663;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;"@275675 Check these steps out from the article: 
Set the resolution for the primary display: Choose Apple menu &gt; System Preferences, click Displays, then click Display."
14664;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;Pick Scaled, then select one of the options.
14665;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;After Scaled, you should see the resolution you want.
14666;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;@AppleSupport In Scaled I can set the following resolutions: 1024x640, 1280x800, 1440x900, 1680x1050.
14667;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;@275675 We missed that you were looking for 1280 x 720.
14668;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;We can get you to that resolution.
14669;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;Press and hold the Option key on your keyboard while you click on the Scaled option in the Display Setting.
14670;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;This will open up other options for you.
14671;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;Click 1280 x 720 here.
14672;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;@AppleSupport That button does nothing when I click it.
14673;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;It's just a dummy button.
14674;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;@AppleSupport All those hidden options and buttons work when a second monitor is attached, but I don't always have access to an extra monitor.
14675;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;And also: that's just clumsy.
14676;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;In Windows this is no problem BTW.
14677;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;@275675 Pressing the button on its own will not do anything.
14678;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;"However, if you press and hold Option and then click the little bubble to the immediate left of the word ""Scaled"", you should see the other options appear."
14679;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;@AppleSupport It won't show other options.
14680;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;It will only show the 4 standard options.
14681;11a00ee0-1ea5-41cd-8912-6d6018923e86;275675;"And this ""Recognize Monitors"" button doesn't do anything either."
14682;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;@275675 Okay.
14683;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;Let's move to DM and we can continue there.
14684;11a00ee0-1ea5-41cd-8912-6d6018923e86;AppleSupport;https://t.co/GDrqU22YpT
14685;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;@British_Airways this is your only Club Europe offering.
14686;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;"Could have saved £300 in eco and bought an m&amp;s sandwich."
14687;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;Appalling.
14688;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;https://t.co/eVDvU26BoN
14689;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;@641108 Hi Daniel.
14690;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;I'm sorry to hear you were disappointed with the catering on your flight and that the diet coke ran out during the flight.
14691;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;1/2
14692;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;@641108 I'll certainly ensure your comments and feedback are passed to our Catering and Customer Experience teams.
14693;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;^Kev 2/2
14694;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;@British_Airways I would like more than my comments to be passed on.
14695;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;It's disgusting to pay for club and be served a wrapped sandwich on a plate.
14696;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;Please could an executive club manager please call me.
14697;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;@641108 The Executive Club don't handle customer complaints, Daniel.
14698;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;As a part of Customer Relations we respond to all complaints.
14699;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;1/2
14700;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;@641108 The afternoon tea you were given is one of two choices on our UK and European flights.
14701;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;were you offered a ploughmans salad?
14702;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;The food we 2/3
14703;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;@641108 serve reflects the time of day and length of the flight.
14704;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;I hope my explanation, together with our taking your feedback on board has helped.
14705;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;@British_Airways No offer of ploughmans.
14706;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;Just handed this rubbish.
14707;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;Do the prices vary for the time of day to reflect a £1 sandwich served?
14708;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;@British_Airways As the British flag carrier you should be ashamed to call this afternoon tea.
14709;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;@GreggsOfficial would do better.
14710;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;@641108 The meal served is appropriate for the time of day, Daniel and is complimentary.
14711;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;Please DM the flight number and date so I can pass on 1/2
14712;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;@641108 the lack of choice you describe.
14713;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;British_Airways;^Hel
14714;2a6b53cf-6c64-49d6-b3ba-dc88e1740e84;641108;@British_Airways BA2708 9th Nov 2017.
14715;1a3d61b0-9043-416d-b067-d67c40b58949;188823;Love how @129913 can’t complete basic maths... Run start - run finish is 15mins?
14716;1a3d61b0-9043-416d-b067-d67c40b58949;188823;https://t.co/IbdDqUewOD
14717;1a3d61b0-9043-416d-b067-d67c40b58949;NikeSupport;@188823 Mind if we take this one?
14718;1a3d61b0-9043-416d-b067-d67c40b58949;NikeSupport;Just to clarify, is this your Apple Activity app?
14719;1a3d61b0-9043-416d-b067-d67c40b58949;188823;@NikeSupport Yep.
14720;1a3d61b0-9043-416d-b067-d67c40b58949;188823;Used the Nike app to record.
14721;1a3d61b0-9043-416d-b067-d67c40b58949;188823;Couldn’t understand why Nike app showed me a 15min workout but showed the start stop time that’s 30mins+
14722;1a3d61b0-9043-416d-b067-d67c40b58949;NikeSupport;@188823 To clarify, does your run look accurate within the NRC app?
14723;1a3d61b0-9043-416d-b067-d67c40b58949;188823;@NikeSupport No.
14724;1a3d61b0-9043-416d-b067-d67c40b58949;188823;Halved the run time and distance but shows the app starting and finishing at the correct time.
14725;1a3d61b0-9043-416d-b067-d67c40b58949;NikeSupport;@188823 What device, OS, and version of the NRC app are you using?
14726;1a3d61b0-9043-416d-b067-d67c40b58949;NikeSupport;Could you pass us a screenshot of the run?
14727;1a3d61b0-9043-416d-b067-d67c40b58949;188823;@NikeSupport iPhone 6+.
14728;1a3d61b0-9043-416d-b067-d67c40b58949;188823;Newest OS.
14729;1a3d61b0-9043-416d-b067-d67c40b58949;188823;And the run was done on the version prior@to yesterday’s update.
14730;1a3d61b0-9043-416d-b067-d67c40b58949;188823;https://t.co/73SxlyS9u4
14731;1a3d61b0-9043-416d-b067-d67c40b58949;NikeSupport;@188823 Just to clarify, are you using iOS 11.1 and NRC app version 5.10?
14732;1a3d61b0-9043-416d-b067-d67c40b58949;188823;@NikeSupport Yes to 11.1 and I used the previous update to 5.10 because I didn’t see the update.
14733;1a3d61b0-9043-416d-b067-d67c40b58949;NikeSupport;@188823 We recommend editing your run to match the duration it should be.
14734;1a3d61b0-9043-416d-b067-d67c40b58949;NikeSupport;"Go ahead and log out&gt; log in and go on a test run."
14735;1a3d61b0-9043-416d-b067-d67c40b58949;NikeSupport;Report back.
14736;1a3d61b0-9043-416d-b067-d67c40b58949;188823;@NikeSupport Cheers for your help Mr Nike
14737;1a68ed8f-f4da-48a7-9390-49c59a1d52fd;266328;@TMobileHelp do i preorder my iphone X through you guys or apple?
14738;1a68ed8f-f4da-48a7-9390-49c59a1d52fd;TMobileHelp;"@266328 You would pre-order through T-Mobile :) 
You can come back to this chat and pre order or you can also order on yo... https://t.co/YHJgWh7kuL"
14739;1a68ed8f-f4da-48a7-9390-49c59a1d52fd;266328;@TMobileHelp How do I do either of those?
14740;1a68ed8f-f4da-48a7-9390-49c59a1d52fd;266328;and what time?
14741;1a68ed8f-f4da-48a7-9390-49c59a1d52fd;266328;What are my financing options?
